BENNER,ESTOQUE,ANAMNESE,MICRO,MONITO,MOUSE,ACESS,ERRO,IMPRESSORA,SIHOSP,TEMPO
0,0,0,0,0,0,0,4.95,0,0,MAIOR 4H
0,0,0,6,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.13,0,0,0,0,0,0,1-2H
0,0,0,1.09,0,0,0,0,0,0,1-2H
0,0,0,0,2,0,0,0,0,0,2-4H
4.22,0,0,0,0,0,0,4.22,0,0,MAIOR 4H
0,0,0,0,0,0,8.17,0,0,0,MAIOR 4H
0,0,0,1.25,1.25,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,0,8.06,MAIOR 4H
0,0,0,0,0,0,0,3,0,0,2-4H
0,0,0,0,0,0,0,3,0,0,2-4H
0,0,0,0,0,0,2.44,0,0,0,2-4H
0,0,0,0,0,0,0,0,1.05,0,1-2H
0,0,0,2.86,0,2.86,0,0,0,0,2-4H
0,0,0,0,0,0,2.9,0,0,0,2-4H
0,0,0,3.02,0,0,0,0,3.02,0,2-4H
0,0,0,0,0,0,0,1.95,0,0,1-2H
0,0,0,0,0,0,0,3.78,0,0,2-4H
0,0,0,0,0,0,0,0,0,11.03,MAIOR 4H
0,0,0,2.91,0,0,0,0,0,0,2-4H
0,0,0,3.79,0,0,0,0,0,0,2-4H
0,0,0,0,7.03,0,0,0,0,0,MAIOR 4H
1.03,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,2.71,0,0,2-4H
0,0,0,0,0,0,5.29,0,0,5.29,MAIOR 4H
0,0,0,0,0,0,0,2.72,0,0,2-4H
0,0,0,0,0,0,0,2.71,0,0,2-4H
0,0,0,0,0,0,1.04,0,0,0,1-2H
0,0,0,6.01,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,9.12,0,0,0,MAIOR 4H
8.26,8.26,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.13,0,0,0,0,0,0,1-2H
0,0,0,4.16,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,3.02,0,3.02,2-4H
5.19,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,10.08,0,10.08,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,3.75,0,0,2-4H
0,0,0,0,0,5.1,0,0,0,0,MAIOR 4H
0,0,0,2.07,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,3.69,0,0,2-4H
0,0,0,0,0,0,4.22,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.04,0,1-2H
0,0,0,0,0,7.29,0,0,0,0,MAIOR 4H
0,0,0,1.07,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,3.15,0,0,2-4H
2.83,0,0,0,0,0,2.83,0,0,0,2-4H
0,0,0,2.75,0,0,2.75,0,0,0,2-4H
0,0,0,0,0,0,0,6.81,0,0,MAIOR 4H
0,0,0,6.97,0,6.97,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.29,0,0,0,1-2H
0,0,0,8.01,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.04,0,0,0,1-2H
0,0,0,0,0,0,0,5.02,0,0,MAIOR 4H
0,0,0,0,0,0,0,2.96,0,0,2-4H
0,0,0,0,0,0,6.06,0,0,0,MAIOR 4H
0,0,0,7.07,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,2.71,0,0,0,2-4H
3.43,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,3.21,0,0,0,2-4H
0,0,0,5.28,0,0,0,0,0,0,MAIOR 4H
1.12,0,0,0,0,0,1.12,0,0,0,1-2H
0,0,0,0,0,0,0,0,0,3.32,2-4H
0,0,1.98,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.05,1.05,0,0,1-2H
0,0,0,1.99,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.27,0,0,0,1-2H
0,0,0,0,0,0,0,0,2.05,0,2-4H
0,0,0,0,1.2,0,0,0,0,0,1-2H
0,0,0,1.18,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,2.09,0,0,2-4H
0,0,0,0,0,0,0,3.18,0,0,2-4H
0,0,0,0,0,0,2.93,0,0,0,2-4H
4.23,0,0,0,0,0,0,0,0,0,MAIOR 4H
1.27,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,1.22,0,0,1-2H
0,0,0,1.72,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,2.26,0,0,0,2-4H
0,0,0,0,0,0,0,3.23,0,0,2-4H
2.7,0,0,0,0,0,2.7,0,0,0,2-4H
0,0,0,0,1.03,0,0,0,0,0,1-2H
0,0,0,0,0,0,5.98,0,0,0,MAIOR 4H
0,0,0,2.06,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,1.17,0,0,1-2H
0,0,0,0,0,0,0,5.91,0,0,MAIOR 4H
0,0,0,1.12,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,5.98,0,0,MAIOR 4H
1.69,0,0,0,0,0,0,0,0,0,1-2H
1.01,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.21,0,0,0,1-2H
0,1,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,7.34,7.34,0,0,MAIOR 4H
0,0,0,0,0,0,0,11.67,0,0,MAIOR 4H
0,0,0,0,0,0,0,4.96,0,0,MAIOR 4H
1.16,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,2.73,0,0,2-4H
4.22,0,0,0,0,0,0,4.22,0,0,MAIOR 4H
0,0,0,0,0,0,2.95,0,0,2.95,2-4H
0,0,0,7.99,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.15,0,0,0,1-2H
0,0,0,6.28,0,0,0,0,0,0,MAIOR 4H
0,3.19,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,2.82,0,0,0,2-4H
0,0,0,0,0,0,0,0,2.89,0,2-4H
3.72,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,1.01,0,0,0,1-2H
3.77,0,0,0,0,0,0,0,0,3.77,2-4H
0,0,0,0,0,0,0,1.89,0,0,1-2H
0,0,0,0,0,0,0,10.01,0,0,MAIOR 4H
0,0,0,0,0,0,1.93,0,0,0,1-2H
0,0,0,0,0,0,0,8.01,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.22,0,1.22,1-2H
0,0,0,1.01,0,0,0,0,0,0,1-2H
0,0,0,0,1.21,0,0,0,0,0,1-2H
0,0,0,1.1,0,0,0,0,0,0,1-2H
0,0,0,2.17,0,0,0,0,0,0,2-4H
0,0,0,4.03,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.08,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.68,0,0,0,1-2H
0,0,0,0,0,0,4.13,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.11,0,0,0,1-2H
0,0,0,1.01,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.22,0,0,0,1-2H
6.15,0,0,0,0,0,6.15,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,6.82,0,0,MAIOR 4H
5.87,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.96,0,1-2H
0,0,0,0,0,0,6.94,0,0,0,MAIOR 4H
1.24,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,3.02,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,1.06,0,0,1-2H
0,0,0,0,0,0,0,2.11,0,0,2-4H
0,0,0,1.19,0,0,0,0,0,0,1-2H
1.01,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,3.1,0,0,2-4H
0,0,0,0,0,0,1.08,0,0,0,1-2H
0,0,0,0,0,0,0,4.2,0,0,MAIOR 4H
0,0,0,0,0,0,3.94,0,0,3.94,2-4H
0,0,0,0,0,0,4.14,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.99,0,0,0,1-2H
2.7,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,2.04,0,0,0,2-4H
0,0,0,0,0,0,1.27,0,0,0,1-2H
0,0,0,0,0,2.3,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,1.18,0,1-2H
0,0,0,0,0,0,0,1.07,0,0,1-2H
0,0,0,0,0,0,1.07,0,0,0,1-2H
0,0,0,0,0,0,0,0,0,5.02,MAIOR 4H
0,0,0,0,0,0,2.12,0,0,0,2-4H
0,0,0,0,1.04,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.01,0,0,0,1-2H
0,0,0,0,0,0,0,1.01,0,0,1-2H
0,0,0,6.96,0,0,6.96,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.04,0,0,1-2H
0,1.31,0,0,0,0,0,0,0,0,1-2H
2.93,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,1,0,0,0,0,1-2H
0,0,0,2.28,0,0,0,2.28,0,0,2-4H
2.96,0,0,0,0,0,0,2.96,0,0,2-4H
2.96,0,0,0,0,0,0,2.96,0,0,2-4H
0,0,0,0,0,0,1.89,0,0,0,1-2H
0,0,0,0,0,0,5.87,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.11,0,0,1-2H
1.69,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,2.06,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,9.9,0,MAIOR 4H
0,0,0,0,0,0,1.29,0,0,0,1-2H
2.74,0,0,0,0,0,2.74,0,0,0,2-4H
0,0,0,0,7.1,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,2.87,0,0,2-4H
0,0,0,0,0,0,0,0,0,1.24,1-2H
0,0,0,1.82,0,0,0,0,0,0,1-2H
0,0,0,5.92,0,5.92,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,3.1,0,0,0,2-4H
0,0,0,0,0,0,0,3.75,0,0,2-4H
0,0,0,0,0,0,0,0,2.04,0,2-4H
0,0,0,4.18,0,0,0,0,0,0,MAIOR 4H
0,0,0,4.24,0,0,0,0,0,0,MAIOR 4H
0,0,0,4.16,0,0,0,0,0,0,MAIOR 4H
0,0,0,5.09,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,6.15,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.09,0,1-2H
0,0,0,0,0,0,0,2.84,0,0,2-4H
0,0,0,0,0,0,0,5.07,0,0,MAIOR 4H
0,0,0,2.2,0,0,2.2,0,0,2.2,2-4H
0,0,0,0,0,0,1.84,0,0,0,1-2H
0,0,0,0,0,0,0,0,3.04,0,2-4H
4.91,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,1.12,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,2.01,0,0,2-4H
0,0,0,0,0,0,3.91,0,0,3.91,2-4H
0,0,0,0,0,0,0,0,1.03,0,1-2H
7.1,0,0,0,0,0,0,7.1,0,0,MAIOR 4H
0,0,0,0,0,0,0,11.19,0,0,MAIOR 4H
0,0,0,0,0,5.96,0,0,0,0,MAIOR 4H
3.22,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,4.21,4.21,0,MAIOR 4H
0,0,0,1.71,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.66,0,0,0,1-2H
0,0,0,6.36,0,0,6.36,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,5.38,0,0,MAIOR 4H
0,0,0,0,0,0,1.31,0,0,0,1-2H
0,0,0,0,0,0,7.18,0,0,7.18,MAIOR 4H
1.99,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,1.17,0,1.17,0,0,0,0,1-2H
0,0,0,0,0,0,7.32,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,1.19,0,1-2H
0,0,0,0,1.06,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,0,4.24,MAIOR 4H
5.06,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,4.98,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,3.08,0,0,2-4H
0,0,0,0,0,0,0,3.66,0,0,2-4H
3.87,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,3.08,0,0,0,2-4H
0,0,0,0,0,0,0,3.89,0,0,2-4H
0,0,0,0,1.36,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,0,1.08,1-2H
0,0,0,0,0,0,0,0,1.35,0,1-2H
0,0,0,0,0,0,0,0,1.1,0,1-2H
0,0,0,0,0,0,6.28,0,0,0,MAIOR 4H
1.04,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,2.37,0,0,0,0,0,2-4H
0,0,0,1,0,0,0,0,0,0,1-2H
0,9.99,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,8.3,0,0,8.3,MAIOR 4H
0,0,0,1.78,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,1.04,0,0,1-2H
0,0,0,0,0,0,0,0,1.09,0,1-2H
0,0,0,1.97,0,1.97,0,0,0,0,1-2H
0,0,0,0,0,0,7,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.26,0,0,0,1-2H
0,0,0,0,1.03,0,0,0,0,0,1-2H
0,0,0,4.87,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.08,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,4.89,0,0,MAIOR 4H
0,0,0,0,0,0,5.05,0,0,5.05,MAIOR 4H
0,0,0,0,0,0,0,5.04,0,0,MAIOR 4H
0,0,0,6.96,0,0,6.96,0,0,0,MAIOR 4H
0,0,0,0,0,0,4.79,0,0,0,MAIOR 4H
0,0,0,0,0,0,7.12,7.12,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.17,0,0,1-2H
10.08,0,0,0,0,0,0,10.08,0,0,MAIOR 4H
0,0,0,1.04,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,2.16,0,2-4H
0,4.68,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,4.01,0,0,MAIOR 4H
0,0,0,0,0,0,3.89,0,0,0,2-4H
0,0,0,0,0,0,5.74,0,0,0,MAIOR 4H
0,0,0,4.96,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,2.92,0,0,2-4H
1.15,0,0,0,0,0,1.15,0,0,0,1-2H
0,0,0,0,0,0,1.17,0,0,0,1-2H
0,0,0,0,0,0,1.81,0,0,0,1-2H
0,0,0,0,0,0,0,0,0,3.67,2-4H
0,0,0,0,0,0,5.99,0,0,0,MAIOR 4H
2.76,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,1.78,0,0,0,1-2H
0,0,0,0,0,0,2.7,0,0,0,2-4H
0,0,0,0,0,0,2.95,0,0,0,2-4H
0,0,0,0,1.97,0,0,0,0,0,1-2H
0,0,0,1.22,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,3.87,0,0,0,2-4H
0,0,0,0,0,0,1.21,1.21,0,0,1-2H
0,0,0,4.11,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,2.79,0,2.79,0,0,0,2-4H
0,0,0,0,0,2.75,0,0,0,0,2-4H
0,0,0,5.21,0,0,5.21,0,0,0,MAIOR 4H
0,0,0,0,0,0,3.74,0,0,0,2-4H
0,0,0,0,0,0,4.98,0,0,0,MAIOR 4H
0,0,0,0,0,0,4.98,0,0,0,MAIOR 4H
0,0,0,2.28,0,0,0,0,0,0,2-4H
0,0,0,2.26,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,7.06,0,0,0,MAIOR 4H
0,0,0,1.2,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,1.85,0,0,1-2H
0,0,0,0,0,0,2.25,2.25,0,0,2-4H
0,0,0,2.19,0,0,0,0,0,0,2-4H
1.03,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,1.32,0,0,0,0,0,0,1-2H
0,0,0,1.13,0,0,0,0,0,0,1-2H
0,0,0,1.27,0,0,0,0,0,0,1-2H
0,0,0,1.24,0,0,0,0,0,0,1-2H
0,0,0,1.22,0,0,0,0,0,0,1-2H
0,0,0,1.21,0,0,0,0,0,0,1-2H
0,0,0,1.04,0,0,0,0,0,0,1-2H
0,0,0,0,0,1.06,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,1.21,0,1-2H
0,0,0,1.86,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,11.14,0,MAIOR 4H
0,0,0,0,0,0,0,3.07,0,0,2-4H
1.09,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,3.06,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,3.99,0,0,0,2-4H
0,0,0,0,0,0,0,1.02,0,0,1-2H
0,0,0,3.13,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,3.75,0,0,0,2-4H
0,0,0,0,0,3.11,0,0,0,0,2-4H
0,0,0,0,0,0,0,2.26,0,0,2-4H
1.11,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,1.1,0,0,0,1-2H
1.27,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,2.81,0,0,0,2-4H
0,0,0,2.12,0,2.12,0,0,0,0,2-4H
0,0,0,2.09,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,10.05,0,MAIOR 4H
9.15,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,2.08,0,0,0,2-4H
2.91,0,0,0,0,0,2.91,0,0,0,2-4H
0,0,0,0,0,0,0,0,4.3,0,MAIOR 4H
0,0,0,0,0,0,1.16,0,0,0,1-2H
0,0,0,6.18,0,0,0,0,0,0,MAIOR 4H
0,0,0,3.04,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,2.89,0,2-4H
0,0,0,0,0,0,0,0,3.21,0,2-4H
0,0,0,0,1.27,0,0,0,0,0,1-2H
0,0,0,0,0,1.23,0,0,0,0,1-2H
0,0,0,0,0,0,0,2.02,0,0,2-4H
0,0,0,4.02,0,0,0,0,4.02,0,MAIOR 4H
0,0,0,0,0,0,0,0,2.02,0,2-4H
0,0,0,0,0,0,0,0,2.02,0,2-4H
0,0,0,0,0,0,1.08,0,0,0,1-2H
0,0,0,0,0,0,0,2.31,0,2.31,2-4H
0,0,0,2.79,0,0,0,0,0,0,2-4H
0,0,0,11.96,0,0,0,0,0,0,MAIOR 4H
1.09,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,5.01,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,4.04,0,0,0,MAIOR 4H
0,0,0,2.02,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,2.82,0,2-4H
0,0,0,0,0,0,1.05,0,0,0,1-2H
3.85,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,0,0,0,0,0,3.29,0,2-4H
0,0,0,5.02,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,2.78,0,0,2-4H
0,0,0,0,0,0,6.84,0,0,0,MAIOR 4H
0,0,0,9.14,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1.02,0,0,0,1-2H
2.12,0,0,0,0,0,0,0,0,0,2-4H
0,0,0,5.81,0,0,0,0,0,0,MAIOR 4H
0,0,0,1.03,0,0,0,0,0,0,1-2H
0,0,0,2.07,0,0,0,0,0,0,2-4H
0,0,0,2.1,0,0,0,0,0,0,2-4H
0,0,0,0,1.27,0,0,0,0,0,1-2H
0,0,0,6.01,0,0,0,0,0,0,MAIOR 4H
0,0,0,7,0,0,0,0,7,0,MAIOR 4H
0,0,0,0,0,0,0,7,0,0,MAIOR 4H
0,0,0,0,0,0,0,6.25,0,0,MAIOR 4H
0,0,0,0,3.91,0,0,0,0,0,2-4H
0,0,0,0,0,0,3.96,0,0,0,2-4H
0,0,0,4.76,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,7.27,0,0,0,0,0,MAIOR 4H
0,0,0,5.01,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,1.15,0,0,1-2H
0,0,0,0,0,0,0,0,4.98,0,MAIOR 4H
0,0,0,1.76,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,0,4.92,0,MAIOR 4H
1.01,0,0,0,0,0,0,0,0,0,1-2H
0,0,0,2.25,0,2.25,0,0,0,0,2-4H
0,0,0,0,2.31,0,0,0,0,0,2-4H
0,0,0,2.27,0,0,0,0,0,0,2-4H
0,0,0,2.27,0,0,0,0,0,0,2-4H
0,0,0,4,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,1,0,0,0,1-2H
0,0,0,0,0,0,1.15,0,0,0,1-2H
0,0,0,0,0,0,0,1.26,0,0,1-2H
4.96,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,5.15,0,0,0,0,MAIOR 4H
0,0,0,1.04,0,0,0,0,0,0,1-2H
0,0,0,1.24,0,0,0,0,0,1.24,1-2H
0,0,0,3.21,0,0,0,0,0,0,2-4H
5.05,0,0,0,0,0,0,0,0,0,MAIOR 4H
0,0,0,0,0,0,5,0,0,0,MAIOR 4H
0,0,0,0,0,0,0,0,4,0,MAIOR 4H
0,0,0,1.29,0,0,0,0,0,0,1-2H
0,0,0,0,0,0,0,3.22,0,0,2-4H
0,0,0,1.17,0,1.17,0,0,0,0,1-2H
0,0,0,0,0,0,0,3.04,0,0,2-4H
0,0,0,0,0,0,4.04,0,0,0,MAIOR 4H
0,0,0,0,2.89,0,0,0,0,0,2-4H
0,0,0,0,2.84,0,0,0,0,0,2-4H
0,0,0,0,0,0,9.89,0,0,0,MAIOR 4H
